"Year","County","Population"
2043,Weld,636682.655588756
2043,Yuma,11202.2597925354
2044,Adams,820623.761792038
2044,Alamosa,21769.4687176153
2044,Arapahoe,891342.35713623
2044,Archuleta,23773.7059672739
2044,Baca,3022.36838192815
2044,Bent,6484.02616497006
2044,Boulder,429108.779798631
2044,Broomfield,96740.4438143212
2044,Chaffee,26013.624666079
2044,Cheyenne,1706.06896318555
2044,Clear Creek,11777.4833509551
2044,Conejos,8835.74953038137
2044,Costilla,3867.23095551161
2044,Crowley,7267.86937850114
2044,Custer,5666.73048276557
2044,Delta,39677.3167552944
2044,Denver,939364.969509169
2044,Dolores,2472.45231606973
2044,Douglas,473025.564506375
2044,Eagle,87779.9095217965
2044,El Paso,1014250.05594152
2044,Elbert,60154.7077856558
2044,Fremont,54230.3768933076
2044,Garfield,97404.2345433012
2044,Gilpin,6543.96512300815
2044,Grand,25157.7914935905
2044,Gunnison,21877.7069299754
2044,Hinsdale,1451.80325211491
2044,Huerfano,6147.06998041857
2044,Jackson,1289.44483442377
2044,Jefferson,687162.864166111
2044,Kiowa,1211.75733396666
2044,Kit Carson,9119.90357952258
2044,La Plata,88360.7289534933
2044,Lake,9587.02342180792
2044,Larimer,508560.481647367
2044,Las Animas,13437.9664046537
2044,Lincoln,7956.81251426243
2044,Logan,28368.8214106592
2044,Mesa,224487.685178445
2044,Mineral,919.076750047781
2044,Moffat,13704.4963675485
2044,Montezuma,43496.7240723309
2044,Montrose,68459.7435125691
2044,Morgan,39489.5779867441
2044,Otero,15941.1134192434
2044,Ouray,5394.66682974644
2044,Park,23999.1604114803
2044,Phillips,4333.03669844249
2044,Pitkin,22404.216137326
2044,Prowers,11563.5059273881
2044,Pueblo,215628.88212312
2044,Rio Blanco,7205.01282430424
2044,Rio Grande,11538.0563573715
2044,Routt,42386.3022023266
2044,Saguache,6651.43417440953
2044,San Juan,762.852209401811
2044,San Miguel,15695.6249336295
2044,Sedgwick,2307.57977460653
2044,Summit,48286.7387956973
2044,Teller,32099.4247593215
2044,Washington,4893.78288308472
2044,Weld,650484.979200629
2044,Yuma,11232.3144608317
2045,Adams,832210.303910086
2045,Alamosa,21965.4828157023
2045,Arapahoe,893317.162365851
2045,Archuleta,24245.2513499413
2045,Baca,3009.51597801243
2045,Bent,6503.66226514261
2045,Boulder,432330.618528407
2045,Broomfield,96557.4407732221
2045,Chaffee,26199.6616106685
2045,Cheyenne,1695.10735749459
2045,Clear Creek,11887.4581821108
2045,Conejos,8862.90804245139
2045,Costilla,3876.91405421342
2045,Crowley,7346.77931380122
2045,Custer,5707.65899396986
2045,Delta,40093.2478625513
2045,Denver,942193.74414901
2045,Dolores,2493.14153726771
2045,Douglas,475226.165541736
2045,Eagle,88926.9635303304
2045,El Paso,1024723.37206289
2045,Elbert,61196.2761326848
2045,Fremont,54581.563919722
2045,Garfield,98790.5678767019
2045,Gilpin,6558.54549244255
2045,Grand,25538.2147274301
2045,Gunnison,22024.166396203
2045,Hinsdale,1471.86136319619
2045,Huerfano,6115.29135143607
2045,Jackson,1286.97458956429
2045,Jefferson,688552.217799167
2045,Kiowa,1208.25884410157
2045,Kit Carson,9193.43387656027
2045,La Plata,89331.0735882924
2045,Lake,9637.04766761659
2045,Larimer,514457.895592713
2045,Las Animas,13402.5161680225
2045,Lincoln,8045.67739985768
2045,Logan,28563.1555989481
2045,Mesa,227391.17809219
2045,Mineral,925.188614476752
2045,Moffat,13728.7442923234
2045,Montezuma,44097.4228153382
2045,Montrose,69467.4260979341
2045,Morgan,40020.005396117
2045,Otero,15834.6750470376
2045,Ouray,5420.71927879129
2045,Park,23992.59126243
2045,Phillips,4337.92653345744
2045,Pitkin,22539.1549308957
2045,Prowers,11544.2789326489
2045,Pueblo,217098.755825219
2045,Rio Blanco,7234.45594810967
2045,Rio Grande,11549.260870872
2045,Routt,42998.7498900656
2045,Saguache,6652.77680999376
2045,San Juan,763.352902598155
2045,San Miguel,15967.0678490029
2045,Sedgwick,2311.04334938045
2045,Summit,48881.1848768499
2045,Teller,32292.4643373636
2045,Washington,4876.69676940057
2045,Weld,664331.866133226
2045,Yuma,11261.7605203598
2046,Adams,843789.88264593
2046,Alamosa,22159.797468086
2046,Arapahoe,895036.227073385
2046,Archuleta,24714.5152867858
2046,Baca,2996.8964083017
2046,Bent,6523.65832161061
2046,Boulder,435500.013167682
2046,Broomfield,96366.4342726851
2046,Chaffee,26386.2538467518
2046,Cheyenne,1684.10822446423
2046,Clear Creek,11998.1373435635
2046,Conejos,8889.59211170681
2046,Costilla,3887.24844155876
2046,Crowley,7426.42954426385
2046,Custer,5749.67479420879
2046,Delta,40505.760783129
2046,Denver,944763.657263728
2046,Dolores,2513.77472980715
2046,Douglas,477176.882459353
2046,Eagle,90060.6074833568
2046,El Paso,1035142.39075208
2046,Elbert,62225.9989458499
2046,Fremont,54936.9628509282
2046,Garfield,100176.182960715
2046,Gilpin,6572.61876747616
2046,Grand,25916.2650769751
2046,Gunnison,22168.7809055032
2046,Hinsdale,1491.96299208477
2046,Huerfano,6085.1458349184
2046,Jackson,1284.69369259017
2046,Jefferson,689887.966141279
2046,Kiowa,1205.00397697707
2046,Kit Carson,9268.64777863544
2046,La Plata,90287.5931467406
2046,Lake,9685.2013764992
2046,Larimer,520324.324523473
2046,Las Animas,13368.576665629
2046,Lincoln,8134.17539289527
2046,Logan,28756.0462940367
2046,Mesa,229262.39809296
2046,Mineral,931.545069665914
2046,Moffat,13753.907129664
2046,Montezuma,44700.5360765819
2046,Montrose,70466.732409618
2046,Morgan,40554.044748308
2046,Otero,15728.4944004592
2046,Ouray,5448.01585017513
2046,Park,23983.6711016376
2046,Phillips,4343.74991190394
2046,Pitkin,22673.4892104485
2046,Prowers,11524.8607924464
2046,Pueblo,218546.29603464
2046,Rio Blanco,7263.4462833225
2046,Rio Grande,11561.0457878893
2046,Routt,43607.2005564684
2046,Saguache,6654.75929637622
2046,San Juan,763.96430732029
2046,San Miguel,16236.4749077595
2046,Sedgwick,2314.75031007143
2046,Summit,49473.6166992172
2046,Teller,32486.5318705923
2046,Washington,4860.32998682156
2046,Weld,678227.008109502
2046,Yuma,11290.5436047836
2047,Adams,855369.396902338
2047,Alamosa,22353.5100636767
2047,Arapahoe,896515.4400628
2047,Archuleta,25181.6279573282
2047,Baca,2984.49629279111
2047,Bent,6544.08160210654
2047,Boulder,438627.524686337
2047,Broomfield,96170.3662904647
2047,Chaffee,26573.7173895747
2047,Cheyenne,1673.13220839695
2047,Clear Creek,12109.527098037
2047,Conejos,8916.09131039431
2047,Costilla,3898.2403613591
2047,Crowley,7506.87302362109
2047,Custer,5793.19033245853
2047,Delta,40915.0458345843
2047,Denver,947133.357286609
2047,Dolores,2534.45840357233
2047,Douglas,478895.327287932
2047,Eagle,91178.8236586788
2047,El Paso,1045520.86563968
2047,Elbert,63245.0902336235
2047,Fremont,55296.7881205456
2047,Garfield,101561.098226653
2047,Gilpin,6586.28927925627
2047,Grand,26291.8833415349
2047,Gunnison,22311.5046105269
2047,Hinsdale,1512.12449634041
2047,Huerfano,6056.66517957048
2047,Jackson,1282.70177637371
2047,Jefferson,691182.523292273
2047,Kiowa,1201.96719583308
2047,Kit Carson,9345.94525902945
2047,La Plata,91231.6955020452
2047,Lake,9731.97304402843
2047,Larimer,526167.308225578
2047,Las Animas,13336.1471951118
2047,Lincoln,8222.25303672837
2047,Logan,28947.6359979631
2047,Mesa,231110.656369074
2047,Mineral,938.11965732513
2047,Moffat,13780.313122443
2047,Montezuma,45307.2289146549
2047,Montrose,71458.1862595921
2047,Morgan,41092.1543356809
2047,Otero,15622.3099338944
2047,Ouray,5476.49147215364
2047,Park,23937.5785464664
2047,Phillips,4350.27651779918
2047,Pitkin,22807.4160976014
2047,Prowers,11504.9524958775
2047,Pueblo,219974.731225382
2047,Rio Blanco,7291.95323207558
2047,Rio Grande,11573.3860540575
2047,Routt,44211.3563567234
2047,Saguache,6657.42986939498
2047,San Juan,764.666182689975
2047,San Miguel,16503.8484794348
2047,Sedgwick,2318.67713375353
2047,Summit,50064.8696044177
2047,Teller,32682.9253129383
2047,Washington,4844.59744308519
2047,Weld,692172.919220228
2047,Yuma,11318.5682266539
2048,Adams,866950.557678991
2048,Alamosa,22546.9124645797
2048,Arapahoe,897771.094918479
2048,Archuleta,25646.4887124823
2048,Baca,2972.31956651936
2048,Bent,6564.80168643694
2048,Boulder,441718.44198043
2048,Broomfield,95970.5899350371
2048,Chaffee,26762.2896455719
2048,Cheyenne,1662.22897613794
2048,Clear Creek,12221.4349901179
2048,Conejos,8942.70178942083
2048,Costilla,3909.72153460104
2048,Crowley,7588.11983941932
2048,Custer,5838.31013219914
2048,Delta,41321.1089057944
2048,Denver,949295.84781901
2048,Dolores,2555.24968075249
2048,Douglas,480396.32395873
2048,Eagle,92284.5982715688
2048,El Paso,1055861.58072256
2048,Elbert,64254.6351518362
2048,Fremont,55660.6856244944
2048,Garfield,102944.494719629
2048,Gilpin,6599.49058541894
2048,Grand,26665.1178354262
2048,Gunnison,22452.2408839361
2048,Hinsdale,1532.33687424742
2048,Huerfano,6030.04091286857
2048,Jackson,1280.99182735883
2048,Jefferson,692443.258462208
2048,Kiowa,1199.0758831873
2048,Kit Carson,9425.77052741771
2048,La Plata,92164.2083413737
2048,Lake,9777.77492803595
2048,Larimer,531987.11673256
2048,Las Animas,13305.2343530361
2048,Lincoln,8309.86531275809
2048,Logan,29137.8054548891
2048,Mesa,232937.790056071
2048,Mineral,944.874018743416
2048,Moffat,13807.9532025184
2048,Montezuma,45918.1840052528
2048,Montrose,72441.6574205732
2048,Morgan,41634.4827915068
2048,Otero,15515.8254280408
2048,Ouray,5506.03474150249
2048,Park,23890.4703029789
2048,Phillips,4357.27640725926
2048,Pitkin,22940.9401494078
2048,Prowers,11484.3363832098
2048,Pueblo,221386.487944794
2048,Rio Blanco,7320.073851678
2048,Rio Grande,11585.908500535
2048,Routt,44811.1322276794
2048,Saguache,6660.44423148782
2048,San Juan,765.386451174856
2048,San Miguel,16769.1020939012
2048,Sedgwick,2322.77680165744
2048,Summit,50654.2645141709
2048,Teller,32881.0262444035
2048,Washington,4829.35638331673
2048,Weld,706170.456970931
2048,Yuma,11345.6708540347
2049,Adams,878541.235677118
2049,Alamosa,22740.2687947685
2049,Arapahoe,898835.06133519
2049,Archuleta,26109.5426176713
2049,Baca,2960.3267736088
2049,Bent,6585.90580218049
2049,Boulder,444787.089076627
2049,Broomfield,95768.8568704809
2049,Chaffee,26952.4033373216
2049,Cheyenne,1651.48536178551
2049,Clear Creek,12334.03605671
2049,Conejos,8969.70943313687
2049,Costilla,3921.72827406237
2049,Crowley,7670.33265342425
2049,Custer,5885.16317027813
2049,Delta,41724.6610241312
2049,Denver,951239.390828107
2049,Dolores,2576.1412441584
2049,Douglas,481699.804145311
2049,Eagle,93378.0564153752
2049,El Paso,1066177.89361594
2049,Elbert,65256.5166779967
2049,Fremont,56030.1988609756
2049,Garfield,104327.477136799
2049,Gilpin,6612.52747526272
2049,Grand,27036.3745142709
2049,Gunnison,22591.0493800341
2049,Hinsdale,1552.65342685248
2049,Huerfano,6005.50221896729
2049,Jackson,1279.60329336692
2049,Jefferson,693691.872659374
2049,Kiowa,1196.23651910046
2049,Kit Carson,9508.56144300254
2049,La Plata,93087.2882764977
2049,Lake,9823.06208316418
2049,Larimer,537792.445196118
2049,Las Animas,13276.2757915137
2049,Lincoln,8397.03339507769
2049,Logan,29327.055143007
2049,Mesa,234750.30193393
2049,Mineral,951.847090489383
2049,Moffat,13837.1168179137
2049,Montezuma,46534.7263233728
2049,Montrose,73418.82476542
2049,Morgan,42181.6223659168
2049,Otero,15408.9791725529
2049,Ouray,5536.54746803948
2049,Park,23843.1590401476
2049,Phillips,4364.66166949812
2049,Pitkin,23074.6103211078
2049,Prowers,11462.8507841722
2049,Pueblo,222787.930742472
2049,Rio Blanco,7347.99209743215
2049,Rio Grande,11598.5997928888
2049,Routt,45406.6668812402
2049,Saguache,6664.02645295816
2049,San Juan,766.201960025192
2049,San Miguel,17032.2580826236
2049,Sedgwick,2327.08989986293
2049,Summit,51241.3324146386
2049,Teller,33082.1124961244
2049,Washington,4814.48983476475
2049,Weld,720225.703244508
2049,Yuma,11372.0908496747
2050,Adams,890148.109715346
2050,Alamosa,22934.1832110843
2050,Arapahoe,899738.000950729
2050,Archuleta,26571.0705476656
2050,Baca,2948.55005442025
2050,Bent,6607.31466638042
2050,Boulder,447843.298274574
2050,Broomfield,95565.879640689
2050,Chaffee,27144.6213343869
2050,Cheyenne,1640.92234562929
2050,Clear Creek,12447.5044364275
2050,Conejos,8997.48665359243
2050,Costilla,3934.30273854649
2050,Crowley,7753.515032103
2050,Custer,5934.0012541689
2050,Delta,42126.2585415159
2050,Denver,952954.731764088
2050,Dolores,2597.24399603189
2050,Douglas,482823.875541142
2050,Eagle,94458.7574500614
2050,El Paso,1076485.53341285
2050,Elbert,66251.4664745454
2050,Fremont,56406.2177626731
2050,Garfield,105711.158786378
2050,Gilpin,6625.67090949093
2050,Grand,27406.1391566165
2050,Gunnison,22727.9755206814
2050,Hinsdale,1573.11248901299
2050,Huerfano,5983.15029918359
2050,Jackson,1278.50536593147
2050,Jefferson,694943.473889556
2050,Kiowa,1193.43293362297
2050,Kit Carson,9594.55049179674
2050,La Plata,94001.9270146714
2050,Lake,9868.13082327585
2050,Larimer,543588.01275951
2050,Las Animas,13249.4410252795
2050,Lincoln,8483.79741526593
2050,Logan,29515.6794336418
2050,Mesa,236553.948650382
2050,Mineral,958.97573528873
2050,Moffat,13868.218543431
2050,Montezuma,47158.2165235568
2050,Montrose,74391.1161480655
2050,Morgan,42734.0448732627
2050,Otero,15301.895472812
2050,Ouray,5568.01639553293
2050,Park,23796.5685064588
2050,Phillips,4372.35794673337
2050,Pitkin,23208.6893091414
2050,Prowers,11440.775147503
2050,Pueblo,224184.242361093
2050,Rio Blanco,7375.80138552895
2050,Rio Grande,11611.5980282352
2050,Routt,45998.2741761959
2050,Saguache,6668.21674368661
2050,San Juan,767.09618262478
2050,San Miguel,17293.2422825297
2050,Sedgwick,2331.60255330134
2050,Summit,51828.2475075481
2050,Teller,33286.5513257777
2050,Washington,4799.90375737092
2050,Weld,734342.580901367
2050,Yuma,11397.9594295522
