"Year","County","PercentChangeSince2017"
2049,Mesa,54.4380
2049,Mineral,27.9184
2049,Moffat,5.4485
2049,Montezuma,69.5552
2049,Montrose,74.0224
2049,Morgan,48.3422
2049,Otero,-15.9565
2049,Ouray,12.6951
2049,Park,35.4082
2049,Phillips,2.0343
2049,Pitkin,28.1509
2049,Prowers,-3.5216
2049,Pueblo,33.3880
2049,Rio Blanco,12.8407
2049,Rio Grande,1.4254
2049,Routt,80.6442
2049,Saguache,3.1919
2049,San Juan,8.8780
2049,San Miguel,106.0409
2049,Sedgwick,-3.5068
2049,Summit,65.5117
2049,Teller,34.2079
2049,Washington,-1.8383
2049,Weld,136.2922
2049,Yuma,12.1244
2050,Adams,74.7193
2050,Alamosa,40.6314
2050,Arapahoe,39.1222
2050,Archuleta,102.0266
2050,Baca,-16.8158
2050,Bent,16.7212
2050,Boulder,37.5411
2050,Broomfield,39.4060
2050,Chaffee,39.9841
2050,Cheyenne,-11.4860
2050,Clear Creek,31.6402
2050,Conejos,11.6836
2050,Costilla,5.2605
2050,Crowley,47.4776
2050,Custer,27.2033
2050,Delta,37.8378
2050,Denver,35.4664
2050,Dolores,26.6820
2050,Douglas,44.3310
2050,Eagle,72.2383
2050,El Paso,53.4759
2050,Elbert,150.4703
2050,Fremont,18.5750
2050,Garfield,75.3915
2050,Gilpin,11.1260
2050,Grand,78.3011
2050,Gunnison,36.8384
2050,Hinsdale,97.8362
2050,Huerfano,-9.8150
2050,Jackson,-5.0427
2050,Jefferson,20.1022
2050,Kiowa,-11.4823
2050,Kit Carson,24.9615
2050,La Plata,64.9038
2050,Lake,29.4204
2050,Larimer,57.5458
2050,Las Animas,-5.9197
2050,Lincoln,51.0774
2050,Logan,32.2961
2050,Mesa,55.6246
2050,Mineral,28.8764
2050,Moffat,5.6855
2050,Montezuma,71.8270
2050,Montrose,76.3269
2050,Morgan,50.2849
2050,Otero,-16.5405
2050,Ouray,13.3356
2050,Park,35.1436
2050,Phillips,2.2142
2050,Pitkin,28.8955
2050,Prowers,-3.7074
2050,Pueblo,34.2240
2050,Rio Blanco,13.2678
2050,Rio Grande,1.5391
2050,Routt,82.9978
2050,Saguache,3.2567
2050,San Juan,9.0051
2050,San Miguel,109.1980
2050,Sedgwick,-3.3197
2050,Summit,67.4075
2050,Teller,35.0373
2050,Washington,-2.1357
2050,Weld,140.9237
2050,Yuma,12.3794
